FOS10_ROS10,FOS10_ROS11,FOS10_ROS12,FOS10_ROS13,FOS10_ROS1,FOS10_ROS2,FOS10_ROS3,FOS10_ROS4,FOS10_ROS5,FOS10_ROS6,FOS10_ROS7,FOS10_ROS8,FOS10_ROS9,FOS1_ROS10,FOS1_ROS11,FOS1_ROS12,FOS1_ROS13,FOS1_ROS1,FOS1_ROS2,FOS1_ROS3,FOS1_ROS4,FOS1_ROS5,FOS1_ROS6,FOS1_ROS7,FOS1_ROS8,FOS1_ROS9,FOS2_ROS10,FOS2_ROS11,FOS2_ROS12,FOS2_ROS13,FOS2_ROS1,FOS2_ROS2,FOS2_ROS3,FOS2_ROS4,FOS2_ROS5,FOS2_ROS6,FOS2_ROS7,FOS2_ROS8,FOS2_ROS9,FOS3_ROS10,FOS3_ROS11,FOS3_ROS12,FOS3_ROS13,FOS3_ROS1,FOS3_ROS2,FOS3_ROS3,FOS3_ROS4,FOS3_ROS5,FOS3_ROS6,FOS3_ROS7,FOS3_ROS8,FOS3_ROS9,FOS4_ROS10,FOS4_ROS11,FOS4_ROS12,FOS4_ROS13,FOS4_ROS1,FOS4_ROS2,FOS4_ROS3,FOS4_ROS4,FOS4_ROS5,FOS4_ROS6,FOS4_ROS7,FOS4_ROS8,FOS4_ROS9,FOS5_ROS10,FOS5_ROS11,FOS5_ROS12,FOS5_ROS13,FOS5_ROS1,FOS5_ROS2,FOS5_ROS3,FOS5_ROS4,FOS5_ROS5,FOS5_ROS6,FOS5_ROS7,FOS5_ROS8,FOS5_ROS9,FOS6_ROS10,FOS6_ROS11,FOS6_ROS12,FOS6_ROS13,FOS6_ROS1,FOS6_ROS2,FOS6_ROS3,FOS6_ROS4,FOS6_ROS5,FOS6_ROS6,FOS6_ROS7,FOS6_ROS8,FOS6_ROS9,FOS7_ROS10,FOS7_ROS11,FOS7_ROS12,FOS7_ROS13,FOS7_ROS1,FOS7_ROS2,FOS7_ROS3,FOS7_ROS4,FOS7_ROS5,FOS7_ROS6,FOS7_ROS7,FOS7_ROS8,FOS7_ROS9,FOS8_ROS10,FOS8_ROS11,FOS8_ROS12,FOS8_ROS13,FOS8_ROS1,FOS8_ROS2,FOS8_ROS3,FOS8_ROS4,FOS8_ROS5,FOS8_ROS6,FOS8_ROS7,FOS8_ROS8,FOS8_ROS9,FOS9_ROS10,FOS9_ROS11,FOS9_ROS12,FOS9_ROS13,FOS9_ROS1,FOS9_ROS2,FOS9_ROS3,FOS9_ROS4,FOS9_ROS5,FOS9_ROS6,FOS9_ROS7,FOS9_ROS8,FOS9_ROS9
2,1126,19,1,308,21,1,0,1,135,217,27,3,0,201,54,1,11,0,0,0,1,168,0,1,1,216,0,0,1,0,0,447,2,3,0,1,0,23,3,1,0,60,549,84,18,1,0,0,1,102,0,1,112,19,1,1,1,1,0,0,10,24,1,1,197,6,0,0,1,1,50,1,0,2,9,0,1165,0,1,1,224,0,60,0,0,0,0,3,120,1,1,1,0,0,0,0,0,0,0,6,0,0,0,553,242,158,120,0,2,559,385,2,211,399,269,523,53,6,5,1071,664,556,231,89,0,34,3655,3097,399
58,3141,11041,112,10069,5893,401,16,0,228,14289,4713,344,124,6148,69024,818,25111,540,67,37,9,1803,71406,235,63,3649,147,34,13,143,98,6847,50356,9,139,192,30,49370,1,3,22,15,408,54,4,31,0,2,34,77,41,5,53,38,3,17,0,14,44,0,9,26,8,53,55,1,51,4,14,1,16,31,0,1,38,4,866,8,2,26,71,11,83,18,30,0,0,33,50,19,3,2,10,1,5,3,0,6,0,9,12,3,7,367,133,201,144,13,3,489,315,0,229,271,150,347,11333,1117,230,1373,466,501,264,340,2,197,4271,3994,19741
4,1855,61,2,500,49,1,1,0,244,433,59,4,3,176,0,0,35,0,0,1,0,226,1,3,0,185,2,0,0,0,0,383,0,0,0,5,1,5,0,1,1,25,386,45,4,0,0,0,2,45,2,0,103,30,8,6,0,0,1,0,65,12,6,0,167,2,0,1,1,0,69,1,0,2,5,1,911,2,1,0,188,0,169,0,0,0,0,2,78,1,0,2,1,0,2,0,1,0,0,7,1,1,0,593,541,643,494,2,3,685,735,2,477,878,637,497,350,21,10,1629,717,1016,747,552,2,206,3516,3632,941
1,145,1,0,346,33,0,1,0,173,454,54,2,1,260,26,0,0,0,0,0,1,148,1,3,1,190,0,0,0,2,0,429,0,0,0,4,2,24,0,0,1,48,384,12,2,1,0,0,2,47,0,2,94,6,7,0,0,1,0,2,89,2,4,1,86,0,0,1,1,0,53,0,0,0,6,0,767,0,1,1,239,0,106,2,1,0,1,1,116,0,1,0,0,0,0,1,1,0,0,4,1,1,0,491,424,403,288,4,4,695,835,1,247,984,565,469,145,2,5,1248,705,494,521,474,1,162,3117,2750,465
3,961,0,0,82,1,0,0,0,102,84,16,3,1,405,31,0,0,0,2,1,1,227,6,2,0,245,0,0,0,0,0,446,0,0,5,1,1,25,0,0,0,44,444,77,3,2,0,1,1,43,1,1,73,4,0,11,0,0,1,0,19,15,0,0,59,37,4,1,3,2,99,1,0,2,6,2,1084,0,0,0,97,0,105,0,3,0,0,2,24,0,0,1,0,0,0,0,0,0,0,5,1,0,0,134,69,89,3,1,1,416,279,0,123,141,0,276,34,6,3,824,536,243,177,10,1,3,4101,1875,147
4,1930,11,1,252,28,1,0,0,136,261,31,0,0,582,80,0,26,2,0,0,0,167,11,1,2,339,0,0,0,0,0,913,57,1,0,1,1,25,0,0,0,44,521,39,2,0,0,0,1,82,2,1,96,0,1,4,0,1,0,0,5,5,25,14,90,7,0,0,2,1,60,1,0,2,7,1,1034,2,1,1,101,0,91,1,0,0,0,1,63,1,1,0,1,0,0,0,0,1,0,11,0,0,0,248,154,102,4,1,0,445,321,2,90,66,16,385,113,9,7,856,365,386,44,272,0,31,3877,2522,432
5,3016,15,10,2002,267,18,10,3,682,1953,274,6,14,2973,4,15,12,5,10,8,6,2068,27,9,16,1670,10,7,7,10,9,4047,10,4,7,8,9,19,407,14,54,2587,7629,3645,935,229,1,61,44,4890,12,41,5791,1386,536,1075,523,152,36,6,1499,707,345,137,5083,1756,714,65,89,31,3978,447,3,139,62,63,16992,11,313,114,14132,36,6852,1816,275,0,71,35,4796,20,4,68,22,5,3120,4,7,3,1,363,2098,209,14,8141,6953,5852,3743,24,41,10489,11031,18,4963,9301,7161,7709,801,29,33,5203,11018,11623,9744,7355,19,2165,14857,12375,3649
1,1507,0,0,117,1,0,1,0,116,174,14,2,0,364,17,0,25,1,1,0,2,437,10,1,1,241,0,0,0,0,0,501,31,1,1,2,1,20,4,0,0,81,664,56,1,3,0,0,2,127,1,0,125,4,0,6,0,0,0,0,28,2,9,0,149,8,1,4,0,1,91,6,0,3,4,1,1277,1,1,0,155,0,119,6,0,0,0,1,75,1,0,3,0,0,1,0,0,0,0,5,1,0,1,93,206,186,156,1,2,467,194,0,120,98,5,399,26,13,3,962,503,392,127,46,0,24,4229,2365,142
108,33543,56,47,1304,242,107,61,9,3051,1353,296,60,70,10814,35,48,71,72,71,73,15,7174,52,92,69,6739,119,85,75,137,143,14230,93,11,70,97,124,189,31328,105,16993,37312,46246,53053,32082,18963,62,8050,20106,81164,197,24835,57147,32867,26797,38444,38966,25916,13128,108,27040,35613,31971,43324,64281,27824,18372,4319,19965,14213,45020,12030,92,17298,2948,12477,98412,90,4691,1753,35046,4422,77243,26792,7135,46,4080,1119,41898,132,25,197,59,31,11907,54,50,19,0,672,7147,272,26,60552,38496,37410,26844,167,318,72576,64680,148,27614,45208,33666,59424,653,308,151,24823,81509,84842,60886,47373,110,14976,50651,63839,1983
7,1461,53,1,334,27,1,0,0,148,562,75,4,0,169,0,1,1,2,0,0,0,58,1,0,0,189,4,0,1,0,1,354,0,0,0,2,6,3,2,0,0,41,429,44,1,2,0,1,3,91,1,0,91,16,5,3,11,0,4,0,5,5,1,2,78,1,0,1,0,1,61,2,0,2,1,1,934,0,1,0,254,0,163,1,0,0,0,2,64,1,1,3,0,0,0,1,0,2,0,2,1,0,0,1068,738,580,359,1,1,726,762,3,352,937,807,630,197,16,4,1499,616,1572,1129,760,4,389,2837,3550,664
3,2176,14,1,466,30,2,0,0,227,826,83,0,1,266,17,2,2,2,1,2,0,212,43,0,0,344,0,0,0,3,0,546,1,1,1,1,0,46,0,1,0,19,537,47,2,0,0,0,2,131,1,2,164,44,1,5,2,0,0,0,91,11,3,3,142,0,0,2,1,3,101,8,0,2,5,1,1122,2,1,1,341,1,253,5,1,0,0,2,103,2,0,5,0,0,0,0,0,0,0,13,0,1,0,789,904,804,986,4,5,954,867,5,525,1157,743,997,259,13,8,2058,979,1335,1276,913,4,423,3660,4676,702
23,5580,21,8,2487,321,11,7,2,948,2805,299,16,9,3640,25,11,19,17,22,12,3,2521,11,24,9,2144,14,9,17,13,6,5173,12,1,9,15,9,30,445,13,47,2766,10080,4950,1266,331,1,83,103,6598,20,69,7316,1891,614,1420,576,168,46,11,1906,1025,343,140,6470,2114,1035,193,171,96,5329,758,6,313,104,82,22507,10,335,86,18671,57,8104,2234,382,2,186,31,6233,28,3,115,32,11,3795,6,9,7,0,429,2840,295,16,11187,7851,7242,5483,36,50,13650,14264,39,6666,12189,9249,9740,1152,46,36,6880,13566,17366,12215,11516,25,2777,19368,16600,4443
0,1062,4,0,77,9,0,0,0,115,84,8,0,0,345,2,0,0,0,0,0,1,239,2,1,0,322,0,0,2,1,1,438,18,0,1,0,1,2,18,1,14,66,596,75,6,2,0,0,0,108,1,0,106,13,6,5,2,0,0,0,12,15,1,0,86,2,0,2,1,0,79,1,0,0,4,1,1252,0,1,0,151,0,151,1,0,0,0,1,53,0,1,1,1,0,0,0,0,0,0,5,1,0,1,252,133,28,40,1,0,298,325,1,81,96,1,295,18,8,0,811,281,197,84,16,0,2,3966,1932,114
27,2367,13,22,438,46,46,15,4,1433,459,86,33,26,5395,19,23,44,36,46,20,11,2753,33,45,40,2677,62,50,37,80,80,6762,35,5,38,39,63,96,15933,55,7259,26559,39403,37180,19594,9613,19,2850,7936,57511,101,7541,38144,19565,13619,23704,20520,10948,5263,68,11912,16159,13083,13309,39109,10128,4012,675,7914,4850,30895,6842,35,7471,1448,4389,72381,37,784,240,23292,276,47482,10151,1651,18,622,134,27155,79,15,120,11,9,2961,27,10,7,0,440,1429,30,23,15851,9255,5477,2183,65,110,31456,18102,40,4595,5879,3125,28787,209,59,49,10430,38305,24487,13854,7407,24,1146,41949,24525,853
23,1810,17,27,497,74,41,16,4,1699,514,60,31,38,5344,21,18,37,41,63,20,11,2990,30,48,35,3231,92,43,49,82,91,7370,22,7,41,55,60,234,18106,55,7441,28501,42875,41476,22592,10840,34,3441,8289,61816,147,8122,43478,21317,15696,25477,22574,12666,5912,59,14076,19682,14926,14527,43439,11770,5004,1074,9846,5253,34235,7986,54,9837,1619,5120,79951,51,846,246,25516,598,53321,11743,1666,17,506,101,29738,77,11,126,17,25,2551,24,22,10,3,505,1474,56,29,18795,9727,5758,2694,81,139,36883,22003,43,6279,7248,3600,30605,212,44,68,11694,40940,30725,14366,7644,19,1855,43649,26986,993
23,12401,19,8,1023,88,12,12,3,726,1168,82,14,8,2539,4,6,11,7,14,10,3,1817,12,17,17,1774,21,6,10,20,19,3176,11,3,7,13,12,20,496,7,66,3143,9001,4815,1331,377,5,88,79,6589,23,61,7878,2129,772,1624,720,258,63,14,2107,1116,412,219,6572,2469,992,119,226,98,5214,673,8,471,116,87,20662,10,350,125,18553,79,8850,2647,442,3,62,21,6688,21,4,109,13,8,3213,4,12,4,3,473,1925,176,6,7214,5187,3807,2822,19,36,10180,10660,25,4838,7277,5520,8266,359,104,40,5581,13474,12131,10760,7396,15,1651,17306,13229,1863
19,11175,26,13,2054,270,21,5,1,788,2198,279,16,10,2754,15,11,22,9,22,17,8,2443,16,16,14,1852,10,8,11,10,8,4650,10,5,9,14,12,21,448,13,59,2677,8617,4325,1084,280,1,78,93,5783,25,62,6048,1785,471,1377,570,208,44,8,1739,1026,384,254,5997,1860,953,168,116,37,5099,634,4,345,93,83,19870,18,280,123,16509,61,8096,2668,397,3,205,15,5909,20,5,87,13,3,3725,9,6,10,0,391,2338,317,13,9246,7125,6872,5201,41,57,12388,13384,31,6872,10013,8223,9272,844,86,36,5759,12820,14027,11279,9030,17,2806,16259,13948,3284
14,7391,2,4,195,21,10,4,0,408,296,50,6,3,1288,2,2,6,6,8,1,3,848,2,7,10,845,12,2,9,4,6,1715,4,0,7,4,10,23,531,10,70,2260,5347,3520,1027,332,1,64,58,5535,20,213,3296,1179,814,1200,564,299,77,8,1878,1603,835,529,4562,1818,716,132,422,119,2782,487,5,562,82,101,12726,6,166,79,6355,95,6019,1751,623,5,291,51,2751,5,2,33,10,3,3161,2,6,2,0,128,1410,100,9,3572,1513,912,504,15,19,5854,3913,8,1689,1232,1280,4224,121,50,19,3112,6402,5717,2936,1721,5,268,11546,8012,307
35,6785,11,26,458,75,27,26,6,1538,693,80,45,33,4752,14,22,28,35,42,20,11,2797,14,44,35,3094,83,49,38,82,79,7484,32,3,37,35,65,119,17053,55,6830,29258,43081,42556,23283,11189,49,3649,9421,62854,125,7819,43448,22479,14878,24749,21975,11901,5109,61,15359,18752,14164,14245,43099,11040,4913,959,9833,5186,33952,7908,55,8999,1517,4934,85272,35,885,254,23915,487,53466,11139,1778,26,721,222,29233,74,8,129,20,13,2638,28,29,12,1,480,1578,42,17,19037,10197,6772,3024,76,131,37206,21406,53,6517,7304,3223,31738,225,76,67,12608,42208,30946,14651,7978,25,1438,44934,30396,978
19,4017,5,14,441,125,17,5,2,737,358,122,11,12,2044,2,8,6,13,14,4,4,870,10,11,16,1142,18,7,11,17,18,2688,5,2,8,14,10,32,2238,17,607,5079,8600,7244,3149,1458,9,490,781,12239,20,1909,7560,3593,2467,3713,2736,1411,533,9,3760,4770,3590,3590,10028,4172,2862,377,1423,601,5970,1252,5,1051,197,674,18895,13,583,349,10763,450,12452,4441,1230,6,604,215,7135,20,4,70,0,4,221,7,4,3,0,208,91,8,3,6118,3405,1622,646,28,38,12396,9610,17,3234,3672,1339,8596,345,40,24,6883,14257,11063,6346,2715,9,408,14259,15113,1014
2,6,973,14,2894,1091,32,2,1,89,2150,1026,13,23,2276,12875,82,2565,42,17,4,3,669,4531,61,16,1166,30,11,1,5,12,2492,7310,0,19,25,3,8378,0,1,3,13,379,13,1,8,0,1,4,53,9,1,33,5,0,3,0,1,7,0,33,6,2,5,46,2,6,0,0,1,43,5,0,1,4,0,534,1,1,2,102,1,45,1,3,0,0,5,27,4,0,1,2,0,0,3,1,2,0,4,1,0,2,172,154,161,17,3,2,284,183,0,53,33,129,280,1768,45,17,592,303,383,260,171,0,50,3230,1325,5026
7,2712,1652,12,3454,1481,18,6,0,143,5378,1343,23,25,2827,16102,79,2850,15,24,10,3,1021,12179,45,12,2044,30,6,4,13,23,3184,9895,2,29,36,9,10494,2,0,7,34,362,41,5,3,0,1,3,101,5,0,71,6,1,7,1,1,7,0,77,8,2,13,89,2,5,1,5,1,32,3,0,3,9,0,732,3,2,7,198,5,57,0,1,0,2,5,6,8,1,1,1,0,3,0,0,0,0,5,11,0,1,321,173,109,35,5,0,355,160,0,94,115,130,303,2807,98,22,1098,491,496,143,141,2,33,3627,2222,6050
7,98,1177,12,2864,1071,34,4,1,114,2549,1063,21,19,2477,10251,73,2647,42,13,9,3,846,4493,26,15,1132,29,8,4,3,18,2586,8719,0,29,21,6,9350,5,1,0,15,344,21,0,6,0,1,1,54,6,3,32,13,1,1,0,3,5,0,32,4,1,8,29,1,4,0,1,0,25,6,0,2,4,1,457,1,0,6,87,1,67,0,20,0,0,4,51,2,0,0,3,0,1,1,1,1,0,1,1,0,1,181,74,66,50,2,0,222,144,0,54,8,1,319,1880,34,17,541,310,347,214,102,2,20,3138,1466,5237
8,100,1196,6,3298,1205,28,5,0,126,2494,1033,14,11,2536,10299,70,2982,37,9,7,1,893,5947,43,17,1504,22,7,2,6,20,2825,8940,0,29,37,5,10388,0,1,0,13,408,30,2,1,0,0,2,54,5,3,47,8,2,0,3,1,9,0,15,9,3,8,71,1,2,0,3,3,40,1,0,0,4,0,562,0,2,7,93,5,59,2,1,0,0,2,32,4,0,3,2,0,0,0,0,5,0,9,2,0,2,94,140,145,38,3,3,359,210,0,21,94,43,317,1947,42,15,645,426,252,258,153,0,12,3551,1946,4561
0,179,4,0,239,5,1,0,0,138,180,15,2,2,830,1,1,1,0,2,3,1,810,7,1,4,435,5,0,0,0,0,1274,5,1,1,2,1,12,3,0,8,197,1629,275,22,1,0,0,2,494,4,0,116,1,3,5,5,0,0,0,8,7,0,3,195,1,0,0,0,1,102,1,0,3,11,2,3152,0,0,1,666,3,178,2,0,0,2,5,75,0,0,0,0,0,28,0,0,0,0,14,0,0,0,46,42,1,11,1,0,210,229,0,39,9,3,191,66,7,2,845,224,165,50,5,1,7,9815,2384,343
4,174,1592,19,3319,1328,26,8,0,94,3292,1094,11,36,2850,14785,90,3788,38,16,5,6,745,7498,33,9,1613,35,7,3,6,21,2968,8885,3,34,32,3,10467,3,1,3,37,358,20,2,3,0,1,11,54,7,2,53,21,2,5,0,2,5,0,5,5,3,11,51,0,2,0,3,2,56,7,0,1,5,2,728,2,0,4,87,1,39,0,1,0,0,2,62,8,0,1,2,1,0,0,0,2,0,3,2,0,4,125,126,92,30,3,0,314,143,0,66,52,175,381,2387,70,13,832,453,253,133,104,0,33,3703,1728,5067
3,1,888,6,2707,992,9,5,1,106,1569,1000,5,20,2066,12833,88,2643,36,16,5,3,792,3971,37,21,1227,22,5,4,5,16,2452,8556,3,42,28,3,8453,0,0,1,43,415,16,4,4,0,0,4,32,3,1,42,10,0,21,1,18,6,0,7,5,10,11,36,2,5,0,6,18,35,3,0,1,7,0,671,1,0,1,130,3,70,0,1,0,1,2,34,6,1,1,1,0,0,0,0,1,0,5,2,0,2,191,87,64,71,0,1,170,167,0,64,99,25,289,1531,45,11,548,378,458,161,68,0,45,3596,1021,4816
0,33,1,0,188,19,0,0,0,131,199,28,3,1,1016,7,1,1,0,3,5,1,606,3,2,1,491,0,0,0,0,1,1099,3,1,0,7,2,6,0,2,0,145,1409,191,7,0,0,1,4,427,0,0,80,3,1,0,1,0,0,0,17,2,2,3,110,1,0,0,0,0,79,1,0,3,7,0,2611,0,1,1,786,0,132,5,0,0,0,4,77,1,1,4,0,0,13,0,0,0,0,13,1,2,0,96,27,38,36,0,0,177,52,1,73,11,1,125,46,1,4,611,223,116,4,23,0,44,9345,1814,302
3,2,915,7,2600,1028,14,2,0,109,1836,991,9,29,2567,15282,101,2732,50,45,10,0,487,4609,43,14,1259,29,6,1,6,19,2579,9702,3,25,41,1,8801,1,1,4,12,323,21,1,3,0,0,5,33,5,2,9,2,0,5,1,1,9,0,8,9,2,11,12,0,2,0,4,1,39,8,0,0,5,0,552,0,0,1,138,5,49,1,2,0,0,2,43,10,0,2,0,0,0,0,0,2,0,2,0,0,2,155,27,22,30,1,0,170,204,1,51,54,5,162,1574,50,13,531,224,99,242,65,0,38,2967,1068,4542
8,2610,2058,10,3133,1267,18,5,0,128,4943,1221,22,17,2441,13252,93,2801,35,14,13,6,1102,13358,36,27,2093,24,2,1,7,17,3064,8710,0,27,33,7,9742,0,3,4,16,379,19,6,2,0,0,11,26,8,2,33,6,1,3,3,6,14,0,28,17,1,12,49,4,4,1,1,1,43,8,0,3,12,1,767,0,1,2,71,1,59,1,3,0,0,7,16,4,1,1,1,0,4,1,0,3,0,1,5,0,1,85,45,56,0,1,2,236,125,2,158,50,59,180,2703,78,13,849,434,348,193,80,0,67,3575,2322,5584
13,210,2063,19,5054,2414,67,9,0,150,5124,2408,33,30,2915,17478,103,4733,43,18,12,5,1293,12849,86,28,1838,32,11,3,3,19,3201,9877,4,33,43,5,11410,1,1,6,33,429,31,3,5,0,0,9,63,9,2,54,19,2,5,5,11,13,0,15,9,1,10,78,2,3,0,3,0,28,7,0,3,11,0,842,1,3,9,83,1,74,0,5,0,1,6,41,3,1,0,4,0,0,0,2,1,0,5,4,1,1,147,127,100,43,10,2,268,207,0,76,241,162,381,4383,167,35,888,430,425,418,151,0,86,3696,2507,9661
0,1,0,0,120,7,2,0,0,83,56,18,0,0,623,0,0,0,0,2,1,2,312,4,2,1,403,1,0,1,1,2,870,0,0,1,4,0,1,0,1,0,160,1300,190,0,0,0,0,5,315,3,1,105,3,1,1,0,0,1,0,14,6,1,3,80,0,0,4,2,0,41,0,0,1,8,4,2165,1,0,1,579,2,147,0,0,0,0,3,49,5,0,3,0,0,6,0,0,0,0,16,2,0,0,6,18,0,0,0,0,175,131,0,4,1,1,127,15,1,2,441,182,60,5,6,0,6,7157,1090,250
3,274,9,3,1763,220,6,4,0,620,1171,198,5,7,2433,2,4,11,8,17,14,5,2249,13,7,7,1273,10,3,3,6,8,3554,4,1,7,8,7,19,333,7,24,1942,5863,3037,724,196,1,42,53,4129,6,77,4717,1227,394,877,414,139,21,2,970,685,231,97,3977,1247,672,86,72,34,3433,392,1,241,43,34,13156,7,218,37,11207,27,5456,1569,214,1,62,27,3983,16,5,80,15,4,2860,7,2,3,1,289,1749,135,3,5918,5251,5129,3280,27,37,8175,9265,22,3450,7805,5610,6334,518,12,16,3102,8862,11352,8330,6965,11,1584,11682,8408,2526
0,3,558,9,2151,838,15,3,0,57,1088,753,14,14,1666,7949,42,2810,29,2,4,2,287,3857,28,7,901,19,5,2,5,9,1708,5329,3,13,24,6,7298,2,1,0,20,257,28,1,4,0,0,0,22,5,3,36,12,0,1,0,1,6,0,6,0,1,7,36,1,3,0,3,0,22,1,0,0,6,0,564,0,0,1,86,4,21,1,1,0,0,1,23,4,0,0,0,0,1,0,1,0,0,1,0,0,1,79,84,16,0,3,0,212,107,0,7,23,13,177,991,29,10,371,227,238,174,47,0,9,2523,863,2905
133,28872,2253,49,55112,44820,184,70,14,1683,71667,39967,211,93,17522,21806,148,572,42,84,37,30,9893,1745,80,66,11689,44,16,23,35,33,23136,2908,13,40,42,35,2062,199,19,33,1677,6032,2792,502,102,3,34,61,3691,41,305,4151,1400,754,527,205,84,38,5,2152,2178,1341,1223,5624,1492,890,172,573,205,3245,395,2,524,151,159,12441,37,247,146,14840,110,6773,2137,500,3,122,80,3797,43,25,69,45,24,11872,34,14,12,0,302,5097,1610,408,13271,15388,21929,26329,700,241,11088,14178,53,11928,28536,29523,8603,99955,934,133,11345,12758,20746,22692,24952,70,13838,16933,28207,88442
0,0,13,0,155,12,1,0,0,113,93,7,1,0,996,7,1,1,0,1,1,1,585,7,3,2,460,1,0,0,1,0,1333,0,1,1,5,1,7,1,1,2,176,1653,300,12,0,0,0,2,618,0,1,132,3,2,19,0,5,0,0,23,5,2,1,138,2,0,4,1,1,91,2,0,5,13,0,2949,0,0,1,972,2,163,0,0,0,0,6,96,0,0,4,0,0,0,0,0,0,0,18,0,0,0,23,27,15,16,0,0,292,48,0,6,7,1,216,36,2,2,607,322,205,9,2,1,9,10776,1559,258
18,3565,2107,18,4722,2311,59,10,2,143,5538,1679,59,26,2381,16204,110,3936,26,19,12,3,1358,14744,51,19,2034,42,4,4,6,10,3095,9505,1,35,48,5,11405,5,1,5,9,425,34,1,8,0,2,3,70,6,1,33,10,1,5,3,1,4,0,16,25,6,20,30,1,7,0,6,0,30,9,0,1,10,33,904,2,1,3,186,3,59,0,4,0,0,5,58,1,0,3,2,0,2,0,1,1,0,6,3,1,5,372,235,96,89,5,2,330,191,0,94,63,169,339,4324,138,33,1020,372,131,116,149,0,25,3262,2342,7736
5,3,826,11,2557,1047,4,3,0,100,1648,916,13,21,2348,12862,78,2746,99,12,12,4,685,3764,31,13,1131,49,10,5,5,13,2052,8161,2,36,30,1,10385,1,1,1,9,248,14,1,4,0,0,0,48,6,1,37,2,0,4,0,1,8,0,10,3,0,10,61,0,8,1,5,1,40,1,0,1,6,0,532,0,0,5,93,1,48,0,2,0,0,5,25,8,0,0,0,0,2,0,0,0,0,5,1,0,2,82,61,56,43,2,1,141,154,0,45,209,77,166,988,28,7,333,197,174,105,121,0,4,2719,993,3197
4,51,872,6,2714,1072,18,4,0,106,2028,863,8,24,1926,9225,69,1926,29,16,4,2,777,4484,38,12,1226,28,5,2,8,9,2340,5942,0,15,22,0,6510,0,0,3,16,275,28,7,3,0,0,3,44,3,1,22,9,0,6,0,0,9,0,11,16,0,5,51,1,9,1,1,1,50,11,0,1,3,3,499,0,0,2,93,1,72,2,1,0,0,2,28,2,3,1,1,0,0,1,0,0,0,0,3,0,2,275,206,196,60,3,3,236,230,1,28,82,5,173,1853,57,12,523,296,261,155,101,0,20,3108,1467,4674
1,42,1,1,113,20,0,0,0,113,82,16,8,0,785,2,0,3,0,1,0,0,404,13,1,2,441,1,1,0,0,1,1088,2,2,0,2,1,10,0,0,0,100,1279,201,2,0,0,0,3,364,1,0,112,2,1,9,0,1,1,0,65,3,1,3,92,0,1,1,1,1,76,1,0,3,9,2,2696,0,0,0,665,0,168,2,0,0,1,2,72,1,0,3,0,0,0,0,0,0,0,17,3,0,0,28,14,0,2,4,0,328,135,1,5,4,3,121,28,0,7,615,211,112,8,20,0,5,8608,1933,230
16,3950,1725,7,2864,1244,25,3,0,107,5044,1103,50,31,2476,12671,57,2871,21,17,6,2,1109,10738,50,17,2679,25,8,3,4,10,2975,7458,1,16,22,5,7850,2,2,3,9,315,20,1,4,0,0,9,39,10,4,7,10,0,2,1,1,10,0,5,5,0,9,36,2,8,1,4,0,37,2,0,0,7,0,667,0,2,6,83,1,94,0,3,0,0,5,18,2,0,0,3,0,0,1,1,1,0,2,3,0,1,307,117,123,49,6,2,226,205,2,84,14,70,243,2481,118,20,892,387,141,121,108,0,8,2884,1589,4528
5,2001,5,0,139,0,1,0,1,135,267,26,1,1,768,0,0,14,1,2,0,2,349,0,3,3,560,0,0,0,0,0,867,4,1,0,2,1,3,0,0,0,176,1228,160,1,0,0,1,3,358,3,0,71,1,3,6,1,1,0,0,16,1,1,4,103,2,0,0,1,0,47,0,0,2,8,2,2383,1,2,2,673,0,120,0,0,0,0,2,56,1,0,6,0,0,0,1,0,0,0,16,1,0,0,93,0,1,0,1,1,191,33,0,0,4,1,192,33,23,8,971,193,305,8,78,0,5,7055,2240,191
2,910,221,4,1104,499,10,1,0,76,1760,506,10,1,521,161,0,99,0,0,1,0,297,401,0,1,517,2,0,2,3,0,739,190,0,0,6,0,242,1,0,0,66,1075,160,0,0,0,0,2,187,2,1,63,0,0,1,0,0,0,0,1,3,0,4,29,1,0,3,1,1,24,0,0,2,5,0,1691,1,0,1,425,1,53,0,0,0,0,8,42,2,0,2,0,0,48,0,0,0,0,8,3,0,0,126,35,14,0,0,1,112,159,0,32,89,17,96,722,16,7,626,150,51,107,34,0,12,8738,2071,1901
12,3470,1401,13,2258,1063,13,2,0,99,4502,924,30,21,2402,13727,93,2254,32,18,5,2,847,9559,31,20,1790,27,7,1,3,20,2367,5734,1,20,25,1,7320,4,2,5,6,272,33,3,4,0,0,7,65,3,1,32,31,0,4,2,2,3,0,12,5,1,6,39,8,7,1,0,0,9,4,0,0,11,1,629,2,2,5,128,3,60,24,1,0,1,6,35,4,0,1,3,0,0,1,1,1,0,7,0,0,3,166,57,42,78,1,3,209,328,0,39,95,21,235,2352,75,15,811,253,281,130,39,0,7,2736,2182,4710
