FOS10_ROS10,FOS10_ROS11,FOS10_ROS12,FOS10_ROS13,FOS10_ROS1,FOS10_ROS2,FOS10_ROS3,FOS10_ROS4,FOS10_ROS5,FOS10_ROS6,FOS10_ROS7,FOS10_ROS8,FOS10_ROS9,FOS1_ROS10,FOS1_ROS11,FOS1_ROS12,FOS1_ROS13,FOS1_ROS1,FOS1_ROS2,FOS1_ROS3,FOS1_ROS4,FOS1_ROS5,FOS1_ROS6,FOS1_ROS7,FOS1_ROS8,FOS1_ROS9,FOS2_ROS10,FOS2_ROS11,FOS2_ROS12,FOS2_ROS13,FOS2_ROS1,FOS2_ROS2,FOS2_ROS3,FOS2_ROS4,FOS2_ROS5,FOS2_ROS6,FOS2_ROS7,FOS2_ROS8,FOS2_ROS9,FOS3_ROS10,FOS3_ROS11,FOS3_ROS12,FOS3_ROS13,FOS3_ROS1,FOS3_ROS2,FOS3_ROS3,FOS3_ROS4,FOS3_ROS5,FOS3_ROS6,FOS3_ROS7,FOS3_ROS8,FOS3_ROS9,FOS4_ROS10,FOS4_ROS11,FOS4_ROS12,FOS4_ROS13,FOS4_ROS1,FOS4_ROS2,FOS4_ROS3,FOS4_ROS4,FOS4_ROS5,FOS4_ROS6,FOS4_ROS7,FOS4_ROS8,FOS4_ROS9,FOS5_ROS10,FOS5_ROS11,FOS5_ROS12,FOS5_ROS13,FOS5_ROS1,FOS5_ROS2,FOS5_ROS3,FOS5_ROS4,FOS5_ROS5,FOS5_ROS6,FOS5_ROS7,FOS5_ROS8,FOS5_ROS9,FOS6_ROS10,FOS6_ROS11,FOS6_ROS12,FOS6_ROS13,FOS6_ROS1,FOS6_ROS2,FOS6_ROS3,FOS6_ROS4,FOS6_ROS5,FOS6_ROS6,FOS6_ROS7,FOS6_ROS8,FOS6_ROS9,FOS7_ROS10,FOS7_ROS11,FOS7_ROS12,FOS7_ROS13,FOS7_ROS1,FOS7_ROS2,FOS7_ROS3,FOS7_ROS4,FOS7_ROS5,FOS7_ROS6,FOS7_ROS7,FOS7_ROS8,FOS7_ROS9,FOS8_ROS10,FOS8_ROS11,FOS8_ROS12,FOS8_ROS13,FOS8_ROS1,FOS8_ROS2,FOS8_ROS3,FOS8_ROS4,FOS8_ROS5,FOS8_ROS6,FOS8_ROS7,FOS8_ROS8,FOS8_ROS9,FOS9_ROS10,FOS9_ROS11,FOS9_ROS12,FOS9_ROS13,FOS9_ROS1,FOS9_ROS2,FOS9_ROS3,FOS9_ROS4,FOS9_ROS5,FOS9_ROS6,FOS9_ROS7,FOS9_ROS8,FOS9_ROS9
8,3094,3,6,343,28,5,2,0,125,505,35,3,1,643,2,0,1,5,8,1,0,325,3,5,3,362,7,1,4,8,10,1080,4,1,0,3,6,12,1611,4,602,2497,3821,3586,2066,815,6,250,950,6028,11,692,3907,1851,1592,2431,1804,997,406,2,851,1386,1334,1265,4289,1124,561,187,1026,564,2872,626,10,565,182,516,9261,4,94,23,2787,104,4398,1270,281,1,93,25,2713,4,1,8,2,4,549,1,2,1,1,40,222,7,1,3099,1490,939,661,8,16,3033,1902,5,501,1184,799,3812,237,19,7,1338,3254,2912,1604,1365,4,185,3822,3605,653
1,131,0,1,17,4,0,0,0,27,5,0,0,0,74,0,0,0,0,1,0,0,100,1,0,1,33,1,0,0,0,0,115,0,0,0,0,1,0,63,0,2,142,223,217,69,32,0,8,7,181,3,0,165,51,26,56,31,15,4,0,45,84,42,17,206,60,33,9,6,1,151,19,0,10,1,1,701,0,7,0,448,0,321,115,17,1,0,0,217,1,0,2,1,0,75,0,0,0,0,8,68,7,0,121,103,77,0,2,2,315,134,0,108,65,94,228,2,1,0,302,323,266,193,63,0,2,460,407,7
1,172,1,1,35,5,6,1,0,48,25,4,0,0,256,0,0,0,1,1,2,1,240,1,1,2,163,0,2,1,0,0,279,1,0,1,1,0,4,65,2,3,222,566,251,125,18,0,3,7,486,1,11,405,146,93,107,45,31,6,0,254,211,171,79,538,232,73,27,53,6,274,64,0,53,20,20,1538,1,5,2,654,0,968,249,20,0,24,30,338,0,0,5,1,1,319,1,1,0,0,19,90,1,0,301,148,135,175,5,6,441,589,1,100,87,76,485,4,0,0,517,926,973,313,222,2,3,1185,898,47
18,9068,7,8,270,35,11,6,0,367,282,46,4,4,1365,3,1,4,7,5,4,1,856,17,11,14,1173,25,8,7,21,14,1953,12,0,13,8,8,33,3094,18,1500,5684,9366,9047,4927,2253,10,862,1706,12692,20,1462,9199,4793,3148,5520,4733,2623,1133,13,3667,3612,2826,2846,8667,3560,1805,392,2051,1228,7009,1592,17,2750,318,1153,18709,11,457,166,5133,493,11431,3393,798,12,453,91,6410,13,4,32,2,4,1014,4,1,1,0,117,427,24,4,6548,2989,1946,1072,21,37,8804,4888,13,2109,2244,1179,7088,94,61,17,3295,10234,7568,4005,2902,4,813,9720,8673,384
12,5559,9,5,195,21,0,6,0,240,149,31,4,5,1113,1,4,8,10,5,0,4,927,5,9,5,995,14,7,9,16,13,2127,3,1,5,10,10,12,2528,6,1212,3671,5416,5895,3570,1887,8,661,1784,8017,18,1410,5686,2888,2192,3728,3548,1968,921,8,1932,2624,2101,2575,6328,2252,1365,301,1465,777,4696,1036,5,1152,211,828,10628,14,393,84,5726,218,7579,2317,481,4,291,32,3931,10,7,40,10,2,1792,6,4,1,0,129,1028,90,3,2737,1036,394,184,8,20,3448,2218,4,454,625,260,3312,48,38,8,1817,4873,2890,1427,928,0,51,4919,4238,335
6,4345,2,6,65,16,3,1,1,197,62,17,5,5,948,1,1,5,2,3,2,1,430,4,7,5,620,6,4,6,4,8,1215,4,0,4,2,6,12,1746,5,804,3102,4790,4442,2409,1104,3,394,895,6988,13,786,4661,2401,1686,2598,2274,1178,544,7,1408,1712,1206,1762,4506,1504,714,174,930,532,3605,823,1,818,159,503,10218,5,175,63,3330,94,5294,1453,241,0,77,15,3314,6,2,18,1,1,351,1,4,1,0,74,160,2,2,2173,874,666,280,10,17,3350,2314,2,658,512,323,3260,39,39,7,1849,3501,2626,1626,628,0,150,4840,4592,113
1,461,5,1,1,3,0,0,0,39,2,3,2,3,58,0,0,1,2,2,0,0,61,0,3,3,86,2,0,0,1,0,105,0,0,0,1,0,5,60,1,24,480,991,659,159,50,0,20,12,812,1,25,919,246,108,213,132,51,3,1,262,179,69,39,743,97,9,2,30,7,698,89,0,138,12,13,2353,0,0,3,1114,1,755,79,0,0,1,0,568,1,1,2,1,0,40,1,0,0,0,30,17,1,1,249,44,24,3,2,2,731,262,2,7,4,1,622,2,6,3,436,615,246,264,10,1,1,1917,935,2
6,5088,9,5,195,17,9,2,0,238,199,41,2,4,1064,1,5,5,2,10,1,1,876,1,9,11,912,15,8,7,11,18,2223,7,1,5,6,12,13,2699,10,1299,4238,5302,5932,3764,1824,5,719,1783,8551,19,1299,5859,3159,2070,4124,3652,1848,1032,8,1954,2641,2266,2586,6333,2096,1555,250,1209,786,4903,1190,8,1514,209,710,11832,11,360,124,5581,282,7447,2482,436,4,311,37,4358,11,2,38,5,1,1632,3,5,3,1,125,837,55,9,2363,1123,494,382,21,11,4421,2251,8,712,744,196,3803,76,33,11,2142,4729,3340,1313,853,5,307,4945,4479,240
12,3491,1,0,87,2,6,1,0,207,109,18,4,3,692,1,1,2,3,3,3,1,377,7,1,3,565,10,2,7,7,9,791,3,2,2,3,4,9,1330,7,643,1700,2608,2601,1695,915,4,335,779,4147,10,557,2795,1571,1267,1799,1585,898,520,5,1258,1404,1032,1189,3120,818,570,63,827,530,2284,565,2,1184,154,386,5839,4,185,43,2834,53,3965,1325,260,3,103,68,1972,3,2,14,2,1,699,1,3,0,0,52,333,11,3,1570,686,422,114,3,10,2302,1269,6,522,400,94,2392,20,19,7,1067,3209,2016,1100,596,1,182,3082,2779,221
1,296,0,0,3,0,0,0,0,25,3,3,2,0,140,1,0,0,0,2,0,0,90,0,1,1,102,1,0,3,2,1,417,0,0,1,1,1,2,86,1,21,319,663,376,119,50,0,8,20,783,1,125,732,420,253,142,100,47,6,1,201,326,281,489,709,554,343,175,252,210,526,129,1,143,26,124,1379,0,225,49,981,196,1191,573,247,1,279,90,489,1,0,3,0,0,839,0,2,0,0,17,268,55,1,378,242,126,32,5,2,796,435,2,171,328,61,516,3,8,4,386,589,453,455,442,0,44,971,728,13
14,3983,0,5,132,15,5,2,0,262,152,25,4,2,1059,1,6,7,3,6,2,2,676,2,7,1,848,10,4,4,10,12,1593,4,0,4,9,16,18,2577,11,1098,3539,5025,5483,3029,1617,3,559,1357,7367,12,1110,4899,2785,2144,3403,3099,1736,965,16,1985,2252,1689,1805,6033,1850,1036,162,1174,681,4101,949,13,1161,235,563,10516,4,288,65,5172,162,7242,2170,443,3,313,48,3852,9,5,37,7,5,1705,3,3,2,1,115,923,69,3,1993,997,354,347,13,15,3681,1963,4,464,674,151,3468,80,30,7,1867,4458,3031,1154,760,0,159,4745,4368,383
8,540,9,4,383,34,16,13,2,508,278,56,11,11,2737,12,12,20,13,13,12,4,1582,10,19,15,1310,35,25,21,40,22,3489,6,1,9,21,22,47,5784,24,2657,9452,14612,14492,7320,3873,11,1086,3095,21672,41,4177,15122,9133,6956,8842,8028,4301,2017,20,4323,7217,6271,7063,17041,9405,9436,2863,4893,3668,10983,3024,18,3437,654,2790,26521,26,6233,3934,17557,4888,20168,9082,3694,17,3507,1674,11906,41,7,105,68,38,14983,26,17,5,0,292,9845,3679,694,5886,4377,2572,1332,1160,192,11711,7738,12,1952,3184,1756,10416,222,28,26,3275,15668,10029,5585,2849,7,448,14145,7963,711
13,5906,4,3,152,6,4,2,0,161,157,22,6,1,990,1,5,4,3,5,2,2,926,2,4,5,1039,4,5,6,9,7,1459,7,0,5,3,6,20,1799,10,849,2815,4098,4447,2840,1284,5,508,1348,6206,13,769,4532,2300,1481,2873,2461,1495,766,10,1773,1772,1444,1575,4743,1650,998,242,850,631,3380,889,6,1168,212,546,8988,7,190,37,4045,62,5506,1802,283,0,349,32,3321,5,2,22,5,3,1188,4,0,1,1,110,793,52,5,1513,763,394,148,15,13,3884,2286,4,618,413,129,2767,30,38,10,1587,4069,2691,605,473,2,203,4064,3901,264
7,790,1,1,162,14,1,0,0,57,211,20,1,0,211,0,0,1,1,0,1,0,213,5,0,1,144,0,0,1,2,1,302,0,0,2,0,3,1,8,1,2,167,596,203,59,14,0,1,1,303,1,11,313,105,17,74,44,4,5,2,148,34,15,3,383,119,73,1,1,8,302,35,0,19,2,1,1219,1,13,3,1508,5,459,130,20,0,2,3,296,1,0,5,1,0,193,0,1,0,0,31,222,13,0,556,349,334,336,2,2,579,984,3,536,737,476,401,64,11,2,523,689,744,429,398,1,124,1692,1167,300
7,2795,10,6,229,33,11,4,0,280,308,33,9,6,1366,1,9,18,5,5,3,8,984,4,6,10,842,18,12,9,10,15,2236,9,1,2,4,10,28,3019,9,1493,4900,6432,7120,4003,2089,8,654,1779,10041,12,1384,6459,3649,2652,4332,3996,2184,1000,11,2192,3137,2257,2962,7324,2245,1517,242,1713,779,5496,1238,4,1560,196,921,12892,6,422,111,6633,148,8693,2859,554,5,233,60,5009,12,1,46,7,6,2121,11,4,5,1,156,872,55,5,2203,835,628,270,18,16,4878,2620,7,760,761,428,3769,76,16,8,2538,5693,3442,1840,663,2,48,6050,4996,366
15,7897,2,3,497,33,7,2,1,335,676,70,9,4,934,1,1,6,6,3,3,3,805,5,4,3,1069,12,2,6,12,15,1357,3,1,6,12,11,17,1713,5,573,3299,5448,5279,2800,1077,4,402,780,7493,10,672,5622,2573,1883,2787,2191,1011,472,5,2484,2274,1727,1522,5438,1494,904,195,1026,489,3983,832,4,1266,196,622,12298,8,177,33,4205,67,6698,1711,245,6,77,28,3953,14,3,20,2,2,773,3,4,0,0,82,335,8,1,3548,1618,984,559,11,10,5002,2676,7,972,845,677,4840,171,69,11,2458,6531,5327,2244,1209,3,216,6079,6876,614
0,1211,0,0,30,3,1,1,1,55,51,9,0,0,264,0,0,1,1,0,0,0,322,1,1,0,272,0,0,0,1,3,410,0,1,0,0,1,3,2,1,0,96,369,211,38,7,0,1,0,130,2,24,194,34,40,27,2,2,0,0,119,21,25,24,223,36,24,1,0,0,213,35,0,10,2,1,965,0,0,1,746,0,338,54,0,1,0,2,168,0,0,7,0,0,86,0,0,0,0,15,15,3,1,99,40,20,1,1,3,383,138,0,32,58,0,269,18,8,3,420,271,281,84,41,0,1,1323,1136,40
11,6921,3,7,183,23,11,2,0,323,246,32,12,3,1217,5,4,3,6,7,6,4,778,9,9,3,1049,14,11,11,15,13,2010,5,0,10,9,16,28,3235,20,1653,4483,6879,7071,4161,2110,7,893,2100,9914,20,2031,6531,3548,2617,4668,4375,2332,1153,9,2693,3276,2548,3242,7433,2889,1366,370,1950,1117,5582,1255,11,1549,247,807,13835,11,266,105,6150,152,9121,2593,520,6,342,66,4889,13,0,34,5,5,1680,2,5,3,0,148,1110,59,6,3550,1178,882,542,20,20,4680,3201,5,865,543,349,4514,74,44,9,2299,5844,3452,2303,722,0,180,6217,5892,412
3,1533,0,0,37,2,1,0,0,68,53,6,1,1,288,0,1,1,0,2,0,0,286,1,0,1,311,1,0,1,1,1,476,0,1,0,2,0,2,17,1,2,68,298,198,38,7,1,0,2,186,0,2,175,89,16,18,0,0,0,1,57,44,26,22,254,24,11,3,1,1,191,20,0,16,5,2,814,0,1,1,515,0,264,41,5,0,1,1,223,0,0,2,0,0,41,0,0,0,0,12,27,0,0,166,58,54,16,0,0,531,177,0,89,65,1,261,27,10,1,484,315,479,123,89,0,19,920,927,46
1,409,0,0,12,2,0,1,0,62,17,5,1,1,141,1,1,0,0,1,0,0,186,2,1,1,91,1,0,0,1,0,241,1,0,1,3,0,2,48,0,4,135,426,346,83,25,0,2,3,384,0,14,268,116,48,67,39,16,5,0,184,135,92,85,313,159,42,7,78,32,290,22,0,14,7,4,1037,0,18,2,566,5,480,221,52,0,1,0,193,0,0,5,4,0,228,0,0,0,0,14,64,6,2,269,188,61,44,4,2,565,349,0,136,248,132,274,2,3,2,252,593,610,198,165,2,42,804,994,34
1,214,0,1,9,0,1,0,0,29,0,4,0,1,91,0,0,1,0,1,0,0,50,1,0,1,85,2,0,0,0,0,179,0,0,0,0,1,2,30,1,1,139,254,259,66,25,0,8,8,270,2,26,266,71,74,82,24,9,3,2,214,106,48,58,268,121,19,0,22,5,176,34,0,46,1,3,947,1,5,7,527,0,339,113,38,0,0,6,175,1,0,2,1,0,208,0,0,0,0,8,104,5,0,383,98,71,9,1,1,476,219,0,18,84,43,262,0,3,1,362,603,491,130,59,0,2,654,592,39
10,2758,13,8,199,22,14,6,1,308,217,25,9,5,1339,4,1,9,11,13,2,3,824,0,8,5,803,18,8,9,9,15,1758,9,1,10,10,20,27,3455,9,1567,5768,9235,8612,4647,2269,5,811,1819,12332,42,1837,8153,4811,3473,4912,4047,2165,980,13,2908,4031,3084,3748,9304,3218,1615,426,2323,1113,7289,1752,12,2233,372,1240,18169,11,663,205,6909,257,10959,3185,712,6,297,113,6526,15,1,26,5,7,1220,7,6,4,1,125,757,36,9,5630,2600,1795,1098,15,27,7486,5269,6,1409,2120,1425,6550,89,29,21,3019,9627,8369,3989,2128,14,594,8715,6934,390
10,3140,5,10,678,91,17,8,0,481,707,99,10,6,1899,4,5,13,11,16,9,4,1531,7,10,14,1186,23,12,11,18,19,3074,5,1,11,14,17,22,3679,5,1499,6330,9966,9527,5558,2624,7,900,2130,13852,28,1730,9990,5059,3968,5609,5009,2873,1357,15,3276,4222,3242,3417,10185,3488,1942,548,2570,1777,7443,2049,15,2836,390,1238,18522,20,474,187,7096,389,12551,4217,941,7,711,106,7294,13,3,42,7,2,1550,10,8,5,0,163,928,57,12,8044,4563,4203,2072,21,58,10986,7796,32,3221,4220,3130,8640,448,30,24,3862,12329,10956,7809,4876,9,940,9555,10385,1292
1,395,0,0,48,0,2,1,0,46,11,2,2,1,105,0,0,1,0,1,0,0,70,1,1,0,117,0,0,0,0,2,161,0,0,0,0,2,2,27,1,6,145,386,209,61,21,0,8,2,454,1,16,256,37,18,70,47,12,2,0,85,144,56,88,309,115,56,2,10,11,178,48,1,13,6,0,1003,1,26,1,611,9,445,134,43,0,0,1,233,1,0,2,1,0,133,0,0,0,0,16,132,13,1,310,145,42,21,2,0,372,290,0,124,105,5,292,4,1,4,374,367,254,174,93,0,26,702,959,48
6,2722,2,1,218,16,8,4,0,351,252,31,9,8,1939,2,7,7,12,9,8,4,1089,9,9,11,1117,13,8,10,23,13,2358,6,1,8,13,10,13,3507,13,1680,4868,7151,8003,4567,2395,3,851,1838,10973,20,1790,7622,4099,3151,5034,4004,2412,1267,10,2656,3900,3159,3153,8257,2886,1845,343,1784,1142,5954,1333,15,2480,280,1036,15337,14,367,92,8176,212,10118,3189,682,5,362,41,5411,12,3,39,20,6,2343,13,3,3,0,171,1470,84,18,2696,1507,879,344,21,29,6001,3662,8,1147,970,433,4788,69,23,13,2547,6862,4269,2604,1393,2,170,6771,6466,436
9,3974,6,4,197,16,2,6,2,300,223,31,7,5,1704,2,4,6,7,11,2,2,1117,5,11,7,1034,10,8,8,24,19,2428,8,0,5,3,15,12,3182,17,1477,4564,6623,7087,4266,2201,11,790,1959,9581,23,1661,6511,3848,2987,4925,4679,2688,1464,10,2203,3682,2967,3279,7275,2758,1589,323,1855,1073,5616,1440,7,1616,263,898,12923,10,464,242,8033,154,10032,3128,491,6,372,71,4917,16,2,35,11,5,2156,6,4,2,2,166,1028,71,5,3171,1077,534,315,14,17,5388,2807,8,837,872,230,4450,63,27,15,2430,4927,3285,1426,538,5,140,5770,5114,411
15,5499,7,4,194,25,18,4,0,407,269,31,6,5,1709,3,2,5,11,10,7,4,1124,7,20,7,1110,13,14,15,11,18,2073,8,1,9,13,15,17,3395,6,1553,4560,6943,6458,4227,1976,4,743,1897,10414,24,1590,7662,4232,3168,4916,4640,2726,1236,15,3206,3589,2759,3231,8571,2215,1138,218,2172,1652,6158,1546,11,1799,324,1204,14488,18,305,124,6899,56,10248,2472,551,6,153,28,5640,13,1,40,8,3,1277,7,5,0,2,158,723,38,9,4493,1934,1240,754,19,25,6726,4317,5,1092,1524,351,5505,76,59,16,3767,7896,5812,3065,1637,4,151,6762,9177,418
0,163,1,0,11,0,0,0,0,19,13,2,0,0,125,0,0,0,0,0,1,0,76,0,0,0,38,0,0,0,0,1,133,0,0,1,1,1,0,4,1,0,95,158,149,30,9,0,3,0,140,1,61,122,30,33,53,21,5,3,0,78,67,26,37,173,49,36,8,4,3,149,30,0,10,1,1,512,0,0,2,229,1,202,54,3,0,0,0,81,1,0,3,0,0,65,0,0,1,0,9,15,4,4,89,110,28,56,0,0,215,151,0,73,41,82,173,2,2,2,198,332,195,8,67,0,31,319,416,21
13,4871,7,8,773,45,11,8,0,554,1031,95,9,11,1449,3,8,6,7,12,8,3,970,5,15,11,1115,10,6,8,9,17,2004,9,1,16,12,18,32,4089,13,1682,5968,10354,9405,5267,2387,5,758,2071,14234,26,1519,9238,5406,3825,5723,4696,2594,1276,16,3870,3991,2941,3590,10180,3519,1777,491,2470,1360,8018,1981,11,2149,376,1221,19889,18,509,152,6812,379,11323,3678,906,6,410,118,7008,22,2,29,5,6,1246,7,14,3,0,106,774,25,9,7835,4419,4214,2671,17,43,11506,7889,19,2971,3740,3007,9428,440,54,20,3947,11898,9649,6977,5434,10,1595,9638,9597,1449
1,298,0,0,10,3,0,2,0,47,24,10,1,1,180,0,0,0,0,1,1,0,86,0,0,0,108,0,0,0,1,1,256,0,0,1,0,0,1,54,2,10,227,482,313,114,49,0,6,15,579,2,33,359,171,73,133,72,58,6,1,223,162,39,92,421,69,33,3,99,9,306,92,1,165,9,77,1072,1,5,7,613,0,504,108,41,0,17,2,373,0,0,2,0,1,272,2,0,0,0,13,113,5,2,251,126,39,106,0,2,582,425,0,178,332,213,442,17,3,1,327,580,479,205,70,0,2,804,797,74
2,750,1,0,47,0,0,1,0,75,51,3,2,2,250,0,0,1,1,2,1,0,154,2,1,0,121,1,0,0,0,1,369,2,0,1,1,0,0,50,2,0,257,780,499,92,44,1,8,13,634,1,2,512,169,86,125,48,14,5,1,285,227,115,43,656,171,105,41,66,49,496,75,1,202,19,11,2073,0,40,11,1157,4,962,187,36,0,20,4,572,2,0,2,1,1,197,0,1,0,0,9,223,18,1,422,215,164,54,1,5,898,681,3,221,72,3,715,11,8,2,465,1195,832,417,175,1,123,1604,1305,45
10,8,2,7,558,47,6,4,2,443,136,56,12,5,1212,2,9,4,6,16,9,3,803,10,5,11,645,21,8,15,14,15,1536,9,1,7,10,25,10,3363,11,1386,6258,9283,9162,4386,2137,5,605,1964,12695,31,1646,9806,4835,3728,5432,4757,2469,1132,16,2227,3937,3494,3361,9107,3337,2104,463,2283,1173,7023,1761,10,1930,330,1272,15849,12,436,227,5094,355,11843,3509,822,4,487,133,6847,15,3,23,3,1,994,6,8,1,0,74,610,16,4,4420,4323,3099,1142,15,42,9583,7082,15,1997,3809,1950,8911,145,5,13,1407,10535,8987,5023,2830,4,452,9696,3257,850
0,241,0,1,27,0,0,0,0,28,9,0,0,0,73,0,0,0,0,0,1,0,18,0,1,0,19,0,0,0,1,0,154,0,0,0,0,1,0,28,0,7,83,232,72,33,19,0,0,5,149,1,1,77,59,62,63,20,0,0,0,94,71,65,22,202,84,11,2,5,2,175,18,0,16,2,4,485,1,5,0,352,0,177,36,4,0,1,1,175,0,1,1,2,0,210,0,1,0,0,10,109,11,0,118,141,50,14,2,0,302,203,0,121,73,52,184,2,3,2,272,223,167,217,46,0,0,428,359,12
6,2120,1,7,144,22,12,4,0,248,146,17,5,2,1092,3,1,7,3,8,5,2,645,6,5,9,692,22,13,5,16,22,1628,10,2,11,11,14,24,3940,11,2924,4485,6257,6347,4415,2493,14,1225,5038,9980,28,3610,7323,4379,3880,5051,5367,4377,3097,10,2359,3698,3894,5169,8133,3098,2034,450,3398,2353,6004,1626,16,2145,596,3240,13788,8,969,629,6410,584,9241,2856,739,7,1038,298,5418,16,3,39,5,4,904,7,3,1,0,113,509,11,6,3691,2102,1548,1191,19,22,6009,3733,2,1167,1865,1505,5005,38,24,19,2344,7299,4553,3255,2054,3,589,6317,5691,267
3,602,1,0,13,3,0,2,0,56,47,1,1,0,164,0,0,0,0,0,0,0,62,0,3,0,120,1,0,1,1,1,264,1,0,2,0,0,3,51,0,8,242,491,215,142,26,0,10,9,531,0,15,334,95,59,143,56,19,12,0,267,230,154,82,640,143,100,5,24,3,271,34,1,84,8,26,1294,0,13,3,805,6,729,148,40,0,47,2,298,1,1,3,2,1,237,3,1,0,0,12,172,12,0,465,156,207,121,1,2,616,500,2,241,185,115,467,5,7,1,377,589,468,152,108,0,1,866,1302,58
18,3726,7,7,488,27,9,8,1,325,498,47,10,6,1284,6,6,10,8,7,5,0,707,8,6,12,767,16,8,11,15,9,1828,8,1,8,4,15,33,3074,16,1186,5152,7807,7193,3887,1574,8,479,1301,10826,16,1483,8447,4167,3027,4516,3697,1901,943,16,2639,3438,2633,3000,8180,2932,1573,368,2231,1235,6531,1489,10,1524,348,1210,16664,10,461,159,5539,241,9760,2937,789,2,408,74,5734,29,1,33,3,5,911,2,3,4,0,96,449,16,10,6991,3798,3111,2063,22,29,8290,5997,12,1741,4018,2236,7400,193,29,23,3255,8743,9322,5289,3011,6,847,8578,7648,763
9,2888,8,4,249,20,6,5,1,325,233,30,7,8,1568,2,8,12,4,17,7,1,1638,5,10,7,1138,9,16,9,14,15,2260,5,0,3,9,11,26,3575,7,1747,5375,7353,7528,4580,2252,6,815,2012,11817,25,1879,7606,4049,2890,5116,4808,2954,1359,12,2640,3580,2775,3381,8198,3084,2090,328,1857,1052,6497,1625,13,1924,321,895,15223,6,698,208,8215,244,10552,3514,667,1,500,78,6070,14,2,34,11,6,2440,6,4,3,0,145,1162,85,8,2749,1291,696,355,20,23,5230,3111,10,799,628,334,4619,89,31,11,2676,7015,4109,1794,891,2,86,6725,6125,513
0,72,0,0,8,1,0,0,0,8,11,1,1,0,42,0,0,0,0,1,0,1,48,0,0,0,31,0,1,0,0,1,83,0,0,0,2,0,0,31,0,3,53,197,83,15,12,0,4,1,243,0,1,157,26,7,45,31,9,0,0,25,82,35,30,232,70,15,0,2,6,118,11,0,1,3,0,557,0,0,1,297,6,187,91,2,0,0,2,167,1,0,2,1,0,132,0,0,0,0,4,34,3,1,241,102,44,26,0,1,197,114,0,24,73,59,174,14,2,1,109,252,293,55,27,0,0,389,351,12
8,3567,5,3,234,13,10,5,0,279,228,36,10,7,1687,0,9,9,7,9,3,3,999,6,7,10,1029,12,6,8,6,19,2115,8,2,4,4,8,21,2808,4,1247,4365,6340,6596,3719,1788,5,548,1618,9912,20,1433,6665,3381,2442,4027,3572,1735,870,8,2039,2791,2209,2666,7159,2359,1041,185,1744,935,4963,1169,8,1347,216,748,13339,8,295,164,7495,151,8776,2542,440,3,230,70,5097,14,3,48,12,4,1881,3,3,0,0,158,1200,70,11,2517,986,596,285,17,10,4186,2350,10,572,819,277,4392,66,39,18,2558,5395,3381,1866,757,2,201,5820,5724,344
12,2549,2,3,200,17,8,1,0,276,248,22,7,9,1687,4,10,7,4,9,1,4,1066,4,15,8,925,14,6,8,8,7,1945,4,1,11,8,14,24,2844,4,1390,4649,6391,7064,4071,2100,12,752,1919,10066,14,1472,6480,3792,2817,4310,4023,2207,1034,7,2353,2898,2783,2672,7610,2822,1638,280,1866,1086,5504,1290,8,2009,328,994,13215,7,417,107,7718,224,8433,2746,616,8,381,62,5156,12,4,41,9,9,2006,15,6,0,0,167,1063,53,6,2865,1055,595,253,11,22,4979,2735,7,730,829,423,3978,93,18,13,2124,4852,3275,1864,698,2,178,6495,5638,310
2,788,2,1,48,6,0,0,0,63,46,11,0,1,209,0,1,0,2,2,1,0,136,2,0,1,132,0,0,1,1,3,491,1,0,1,0,1,4,80,4,6,292,710,421,195,52,0,13,11,595,1,1,574,219,124,120,54,11,6,0,269,162,184,95,668,190,89,39,12,17,277,65,0,160,26,27,1899,2,37,7,1239,1,997,260,46,0,77,10,457,1,0,4,0,0,393,0,0,0,0,18,390,19,2,563,431,226,33,3,3,822,771,0,143,238,150,706,23,5,3,598,872,1210,492,153,0,28,1380,1414,79
1,926,1,0,24,2,3,3,0,87,43,15,0,1,323,1,2,0,1,1,0,0,148,0,1,2,220,0,0,1,2,1,460,1,0,1,0,1,4,92,0,14,208,784,538,118,47,0,3,13,783,2,3,590,143,62,111,63,30,6,0,185,310,97,91,672,330,173,7,42,14,407,70,1,18,9,10,1881,1,44,4,1225,35,864,320,52,0,0,9,373,1,0,6,2,0,429,0,0,2,0,23,178,8,1,638,345,156,45,1,7,1048,693,2,237,232,138,678,28,11,1,591,1290,758,335,204,0,24,1328,1694,55
0,342,0,1,36,4,1,0,0,26,20,3,1,1,189,0,2,1,0,1,0,0,48,1,0,0,62,0,0,0,0,0,215,1,0,0,0,1,0,25,1,0,160,349,274,83,38,0,7,10,364,1,13,220,80,71,80,36,18,1,1,128,137,87,42,285,100,19,12,38,20,214,46,1,39,15,2,920,0,3,1,528,1,397,69,11,0,27,3,182,0,0,6,0,0,189,0,0,0,0,11,117,20,1,160,43,69,5,2,1,247,446,1,153,322,0,203,21,1,3,301,759,360,270,66,0,7,723,690,20
1,510,0,0,21,1,0,0,0,18,7,3,0,0,99,1,0,1,1,2,0,0,185,1,2,0,84,1,1,0,0,0,163,0,0,0,1,1,0,44,0,7,170,413,248,67,24,0,14,11,556,3,15,342,105,25,75,32,41,1,1,205,140,75,39,382,194,65,17,16,2,214,19,0,30,8,19,981,0,15,1,576,7,378,120,18,0,0,1,290,0,0,2,1,0,227,0,0,0,0,20,131,12,0,200,112,76,118,3,1,373,370,0,112,375,167,420,0,1,0,262,360,307,215,71,0,36,763,752,16
