342,451,39,0
340,160,2,0
814,292,6,1
170,13,0,0
6,155,2,0
434,130,22,0
1605,232,0,0
337,120,4,0
172,36,0,0
694,1198,128,0
426,83,5,0
466,158,27,0
208,125,15,0
455,869,85,0
80,1,3,0
0,0,0,0
469,140,12,0
201,36,9,0
2275,2861,298,0
410,63,3,0
1894,268,0,0
2816,100,0,0
552,46,0,0
518,1072,104,0
2145,277,0,0
342,109,4,0
1908,309,0,0
107,81,5,0
266,42,9,0
1426,247,2,0
1640,288,0,0
280,119,16,0
550,97,0,0
3345,1969,127,0
2413,194,0,0
297,89,14,0
390,208,12,0
248,135,13,0
479,166,28,0
198,20,6,0
0,0,0,0
5071,2826,238,0
125,21,5,0
171,9,1,0
334,209,24,0
248240,3219,2,2
86359,11670,375,25
64955,7919,194,7
