1,4097,1,1,8319,2533,2441,1285,2833,1181,1511,1389,1,1
1,1,1,1823,2773,2533,2441,1285,1,1,1,1,1,1
2319,1,3182,1823,2773,1,4882,1285,1416,590,1511,1,1,1
13914,8194,6365,31007,24959,15202,9764,8997,11334,11224,4533,6253,2954,1350
2319,1,3182,1,1386,2533,1,5141,2833,3544,3022,694,2708,1402
2319,8194,3182,1823,5546,10135,1,3856,1416,3544,3022,694,492,1039
2319,4097,1,1823,1386,1266,1,1,2833,1772,1511,694,2215,1039
2319,1,3182,1823,1,1,1,1,1416,590,1511,694,984,1039
1,1,3182,3647,6933,1,2441,3856,1416,5907,6045,2084,3692,1350
1,1,3182,3647,2773,3800,4882,1285,1416,3544,1511,3474,1969,1246
2319,8194,1,1,1,1266,2441,1,1416,1181,1,2084,2461,1454
1,1,1,1823,2773,1,2441,5141,1,1772,1511,1389,1969,1298
1,1,1,1823,1,1266,2441,3856,1,590,1,1389,492,1195
44063,45069,38192,21887,31892,25338,34177,37275,18417,19495,25692,8338,3692,1402
1,1,1,1823,4159,1266,1,1,1,1,1,1,1,1
2319,4097,1,1,6933,2533,1,3856,1416,590,1,1,1,1
51020,61457,38192,25535,33279,25338,21971,25706,31168,8861,21158,6253,1969,1350
44063,28680,35009,32831,31892,38007,21971,19280,11334,13588,12090,4169,1230,1195
34786,49166,41374,16415,30505,26605,17088,26992,21251,10043,7556,6948,3200,1402
4638,4097,9548,1823,1386,1,1,1285,1,590,3022,2084,246,51
1,1,1,3647,1,1,1,1285,1416,4135,9067,1,1969,1298
1,1,1,1,1,1,1,1,1416,590,3022,694,1,1
1,1,1,1,1,1,2441,2570,1416,1181,1511,1389,2461,1246
30148,28680,12730,23711,15252,27872,21971,15424,12750,7089,12090,4169,1230,1402
1,1,1,1,4159,1,1,3856,1,1181,1,1,1477,1298
1,4097,1,1,1,1,1,2570,1416,1,1,694,2954,1350
1,1,3182,1,2773,2533,2441,1285,1416,1,1,1,1,1
11595,24583,9548,18239,23572,17736,24412,32133,11334,20086,19646,9728,4677,1350
55658,20485,19096,29183,37439,34206,14647,24421,21251,17132,13601,5559,3939,1298
4638,1,1,5471,11093,3800,7323,2570,1,3544,4533,1389,1969,1195
4638,12291,6365,3647,5546,1266,4882,1285,2833,2363,1,1389,984,1143
1,1,3182,1,1386,1266,1,2570,2833,590,1,1,1,1
1,1,3182,1,1,1,1,1,5667,1,1,1,1230,1091
25510,12291,9548,10943,5546,12669,7323,6426,11334,5907,7556,2779,1230,1246
4638,1,3182,1823,6933,1266,2441,1285,2833,1181,6045,2084,984,1143
1,1,1,1,1,1266,2441,1,2833,1,3022,694,246,1091
2319,8194,1,7295,8319,3800,12206,6426,2833,7680,3022,5559,492,1143
6957,1,6365,7295,4159,3800,1,1,1416,1181,1511,1389,1969,1246
1,1,3182,1,1,5067,1,3856,2833,3544,3022,2779,2215,1143
1,1,3182,1,1,1,2441,1285,1,2363,4533,1,984,1143
1,1,1,1,1,1266,2441,1,1,2363,1,2084,1230,1143
9276,1,1,12767,6933,2533,1,6426,2833,2363,3022,694,1477,1143
1,4097,6365,1,1,1266,1,1285,1,1772,3022,1389,2708,1298
4638,4097,1,3647,2773,2533,2441,1285,1,1,1,1,1,1
1,4097,1,1,1,1266,1,1,1416,1772,1511,1389,984,1402
1,1,1,1823,1,1,1,1,1,590,3022,1,1723,1195
2319,1,1,3647,1386,2533,7323,3856,4250,4135,10579,2779,2954,1091
6957,1,6365,1823,1386,1,1,3856,2833,4135,1,694,1230,1039
1,1,1,1823,1386,3800,1,1285,1,1772,1511,1,2461,1195
1,1,1,1823,1,1,1,1,1416,1181,3022,1,984,1091
9276,12291,6365,14591,15252,16469,19529,15424,12750,18314,13601,5559,4923,1195
2319,4097,9548,9119,5546,5067,21971,11568,9917,9452,7556,6253,984,1195
1,1,1,1,1,1,1,1,1,590,4533,694,1230,1195
1,1,1,1823,1,1,1,5141,2833,1181,1511,1,492,1143
1,4097,6365,3647,2773,3800,1,1285,8500,1772,1,1,738,1506
1,4097,1,3647,4159,3800,4882,1285,1416,2953,1,1389,2215,1350
